x,y 
50, 61
58, 71
58, 72
59, 73
60, 72
61, 71
60, 71
60, 70
59, 70
59, 70
31, 51
31, 52
32, 51
32, 52
32, 51
33, 52
34, 52
34, 51
34, 52
33, 52
33, 52
44, 67
43, 68
42, 67
42, 68
43, 67
43, 67
58, 56
59, 57
60, 58
60, 59
60, 58
60, 58
47, 56
46, 56
46, 57
46, 56
46, 55
46, 54
45, 53
44, 53
44, 54
44, 54
27, 46
28, 46
27, 45
28, 46
29, 46
29, 47
30, 46
30, 46
39, 51
38, 51
37, 50
37, 49
37, 48
36, 49
36, 49
61, 59
62, 58
62, 57
62, 56
61, 56
62, 56
62, 57
61, 58
61, 58
35, 50
36, 50
35, 49
35, 50
34, 50
35, 50
35, 49
36, 48
36, 47
36, 48
36, 48
30, 45
30, 46
29, 45
30, 45
31, 45
32, 46
32, 46
29, 47
30, 46
31, 45
32, 45
31, 46
30, 47
29, 46
29, 45
30, 44
29, 44
29, 44
44, 53
43, 54
43, 53
42, 52
42, 51
42, 51
51, 62
51, 63
50, 64
51, 63
52, 63
53, 64
52, 63
53, 64
53, 64
54, 57
54, 58
55, 58
55, 57
55, 56
54, 56
55, 56
56, 55
56, 55
44, 67
45, 67
46, 68
45, 67
46, 68
47, 67
47, 68
48, 67
47, 66
46, 67
46, 67
44, 55
45, 54
46, 54
47, 53
47, 52
47, 51
46, 51
46, 50
47, 49
47, 49
32, 51
31, 52
31, 51
30, 50
29, 51
29, 52
29, 51
30, 52
31, 51
31, 51
58, 71
59, 72
58, 73
58, 74
59, 73
58, 72
59, 71
58, 71
58, 71
61, 57
62, 58
63, 57
62, 56
61, 55
62, 55
63, 56
63, 55
63, 55
55, 55
55, 54
54, 55
55, 54
55, 55
55, 54
54, 55
55, 54
54, 55
54, 55
28, 43
29, 42
29, 41
30, 41
31, 42
31, 42
45, 67
46, 66
47, 66
47, 65
48, 66
47, 65
47, 65
41, 50
42, 50
43, 49
42, 50
43, 49
42, 50
43, 50
42, 51
42, 52
42, 51
42, 51
32, 51
33, 52
33, 51
33, 50
32, 51
32, 52
32, 52
54, 63
55, 62
54, 61
53, 61
53, 62
53, 62
57, 70
56, 69
55, 70
56, 70
57, 71
58, 70
57, 69
58, 70
59, 70
59, 71
59, 71
36, 47
37, 48
37, 49
38, 49
38, 50
37, 50
36, 50
36, 50
32, 45
33, 45
34, 46
35, 46
35, 45
36, 45
35, 45
36, 44
36, 45
35, 45
35, 45
48, 48
48, 47
49, 46
49, 47
48, 48
48, 49
48, 49
48, 65
47, 66
48, 66
49, 66
48, 67
49, 66
48, 65
49, 64
49, 64
62, 54
62, 55
63, 55
63, 56
64, 57
64, 58
64, 58
33, 53
34, 52
35, 51
36, 50
36, 51
37, 51
37, 51
31, 41
31, 40
32, 39
33, 39
34, 38
33, 38
32, 39
32, 39
60, 70
59, 70
58, 71
58, 70
59, 70
59, 71
59, 71
37, 49
38, 50
39, 49
40, 49
40, 50
40, 51
39, 52
40, 51
41, 50
41, 50
41, 50
40, 51
41, 52
42, 51
43, 51
44, 51
44, 51
54, 63
53, 62
53, 63
54, 62
54, 63
54, 62
55, 61
54, 61
55, 62
56, 61
56, 61
47, 48
48, 49
47, 50
48, 49
49, 50
49, 50
55, 56
56, 55
55, 56
54, 57
54, 58
54, 58
34, 45
34, 44
35, 45
35, 46
36, 45
35, 44
34, 45
34, 46
35, 47
35, 47
42, 51
41, 50
40, 50
41, 50
40, 51
41, 52
40, 52
41, 53
41, 53
43, 52
42, 51
41, 50
40, 51
40, 50
39, 49
39, 50
38, 51
38, 52
38, 52
58, 70
59, 71
58, 70
59, 69
59, 70
60, 69
60, 69
49, 51
50, 50
50, 49
51, 48
51, 49
52, 49
53, 48
53, 49
52, 49
52, 49
34, 47
35, 47
34, 47
35, 47
34, 48
33, 48
33, 49
32, 48
32, 48
65, 59
65, 58
64, 58
63, 58
63, 57
63, 56
63, 55
63, 56
63, 56
36, 50
37, 49
38, 49
37, 48
38, 48
39, 47
38, 46
39, 47
40, 47
41, 48
41, 48
31, 38
32, 37
33, 38
33, 39
32, 38
31, 39
30, 38
31, 37
31, 37
57, 60
56, 59
56, 60
57, 60
58, 61
58, 61
54, 59
55, 59
55, 60
54, 59
53, 58
54, 57
55, 56
54, 56
53, 57
53, 57
48, 64
49, 64
49, 65
50, 66
49, 66
49, 66
62, 56
63, 55
62, 54
62, 53
63, 54
62, 53
63, 54
64, 54
63, 54
62, 55
62, 55
52, 48
51, 49
51, 48
50, 47
51, 46
50, 46
49, 46
48, 47
49, 47
49, 47
49, 67
50, 67
50, 66
49, 67
50, 67
50, 67
42, 54
41, 53
42, 52
41, 52
40, 53
39, 53
39, 53
57, 62
57, 61
58, 62
57, 63
56, 64
55, 64
55, 64
40, 48
40, 47
39, 47
38, 48
38, 47
38, 47
31, 49
31, 48
31, 49
32, 50
32, 51
32, 51
52, 58
53, 57
53, 58
53, 59
52, 60
51, 59
52, 59
53, 58
53, 57
52, 58
52, 58
59, 69
58, 68
59, 69
60, 70
59, 71
58, 71
59, 70
59, 70
37, 51
36, 50
36, 51
37, 50
37, 51
37, 51
30, 38
29, 38
28, 38
28, 37
27, 38
28, 37
29, 38
29, 38
28, 38
27, 38
26, 39
27, 39
26, 40
27, 39
28, 40
27, 41
26, 40
26, 40
60, 69
59, 70
59, 71
59, 70
59, 71
58, 72
58, 72
39, 48
38, 49
39, 50
38, 50
37, 50
38, 49
37, 49
37, 49
51, 68
52, 68
51, 67
50, 68
51, 68
51, 68
62, 54
62, 53
63, 54
63, 53
62, 54
63, 55
63, 54
62, 53
62, 53
31, 51
30, 52
30, 53
30, 54
31, 53
31, 53
56, 65
57, 65
58, 64
57, 65
57, 66
56, 65
57, 65
58, 64
57, 63
57, 64
57, 64
38, 50
39, 49
40, 49
41, 49
42, 50
42, 51
43, 50
43, 50
53, 57
52, 56
52, 57
52, 56
52, 55
52, 56
52, 56
49, 48
50, 49
51, 49
50, 50
50, 51
51, 52
51, 52
38, 52
37, 51
36, 52
36, 51
36, 50
35, 51
35, 51
32, 52
32, 53
33, 53
32, 54
31, 53
30, 53
30, 53
57, 65
56, 64
55, 63
54, 63
53, 63
52, 62
51, 62
51, 62
50, 52
50, 51
49, 50
48, 49
48, 50
49, 50
50, 50
50, 50
27, 41
27, 42
27, 41
26, 41
27, 42
27, 43
26, 42
26, 42
44, 49
43, 49
42, 48
43, 49
43, 50
43, 50
59, 71
58, 70
57, 71
56, 72
55, 71
55, 70
56, 70
55, 71
55, 71
35, 52
36, 53
35, 52
34, 53
33, 53
33, 54
34, 55
33, 55
32, 56
32, 56
51, 69
52, 70
51, 69
51, 68
51, 67
51, 66
50, 67
50, 67
36, 50
35, 50
36, 51
35, 50
35, 51
35, 52
35, 51
36, 50
36, 50
51, 56
51, 55
52, 54
51, 54
51, 53
50, 54
51, 54
51, 55
51, 55
62, 54
63, 54
63, 53
62, 54
62, 55
62, 56
63, 55
64, 54
63, 53
63, 53
43, 51
44, 50
43, 50
42, 50
43, 51
43, 50
43, 49
43, 48
42, 49
42, 49
33, 56
33, 55
32, 54
31, 54
32, 55
32, 56
32, 56
26, 41
25, 40
24, 39
24, 38
23, 39
24, 40
23, 40
23, 40
51, 56
52, 56
51, 57
52, 56
53, 57
54, 58
53, 58
52, 58
53, 58
53, 58
50, 68
50, 67
49, 66
48, 65
47, 64
48, 63
47, 64
47, 64
31, 54
30, 54
30, 55
30, 54
29, 53
29, 53
63, 54
62, 55
62, 56
61, 57
62, 57
61, 56
62, 56
62, 56
51, 63
50, 62
51, 62
52, 63
52, 62
53, 61
53, 61
55, 72
56, 73
57, 73
58, 73
57, 72
56, 73
55, 74
54, 73
54, 73
37, 50
36, 49
37, 49
37, 48
37, 49
36, 50
37, 50
38, 49
38, 50
37, 50
37, 50
51, 50
50, 51
51, 51
52, 50
52, 51
53, 52
52, 53
51, 52
50, 53
51, 54
51, 54
53, 62
54, 62
54, 63
55, 62
55, 63
56, 64
57, 65
56, 65
56, 65
47, 63
46, 62
45, 63
44, 62
45, 62
45, 62
54, 59
55, 58
56, 58
55, 57
54, 56
53, 55
53, 56
53, 55
53, 54
54, 55
54, 55
42, 48
41, 49
42, 48
41, 47
40, 48
40, 47
40, 47
30, 54
31, 54
31, 53
31, 54
32, 53
32, 53
24, 39
23, 38
24, 37
25, 36
26, 35
27, 35
28, 34
28, 34
63, 56
62, 56
61, 56
62, 57
62, 56
62, 57
63, 56
63, 56
33, 57
32, 58
33, 59
32, 59
33, 59
32, 58
33, 57
33, 56
34, 55
34, 55
38, 50
38, 49
39, 49
38, 50
38, 49
37, 49
38, 50
37, 49
38, 50
38, 50
52, 54
51, 53
52, 53
53, 52
52, 52
52, 53
52, 52
51, 52
52, 52
53, 52
53, 52
53, 74
53, 75
52, 75
51, 76
50, 75
50, 76
51, 75
50, 74
50, 74
33, 53
33, 54
34, 53
35, 52
35, 51
35, 51
53, 53
53, 54
52, 53
52, 52
51, 53
51, 53
63, 57
64, 57
65, 58
66, 57
65, 58
66, 59
66, 58
67, 57
66, 56
65, 56
65, 56
27, 33
28, 34
29, 35
28, 34
27, 35
27, 34
26, 33
27, 33
28, 34
28, 34
38, 49
39, 50
38, 51
39, 50
40, 50
39, 49
40, 48
40, 48
33, 55
33, 54
33, 53
32, 53
32, 54
33, 54
34, 53
33, 54
32, 54
33, 55
33, 55
51, 73
52, 74
51, 75
52, 76
53, 77
53, 78
53, 77
53, 78
53, 78
57, 66
57, 67
57, 66
58, 67
59, 68
60, 69
59, 69
58, 68
58, 69
58, 70
58, 70
41, 47
42, 47
41, 47
41, 48
42, 49
41, 50
41, 50
45, 61
44, 62
43, 63
44, 62
45, 61
45, 61
55, 54
55, 55
55, 54
56, 53
57, 53
57, 54
57, 55
57, 55
50, 54
51, 55
52, 54
52, 53
53, 53
53, 53
41, 51
42, 52
42, 53
43, 52
43, 51
43, 52
43, 51
43, 51
36, 51
36, 50
35, 49
36, 48
37, 47
37, 47
56, 56
57, 55
57, 54
56, 54
55, 53
54, 54
54, 53
53, 52
53, 51
53, 51
46, 62
46, 63
45, 62
44, 63
45, 62
46, 63
45, 63
45, 63
34, 56
35, 56
36, 57
36, 56
36, 55
37, 54
36, 53
36, 52
36, 52
41, 49
40, 49
39, 50
38, 50
37, 50
38, 50
38, 50
66, 57
67, 57
68, 57
67, 56
67, 57
66, 58
65, 57
64, 57
63, 58
64, 58
64, 58
53, 77
53, 76
53, 75
52, 74
51, 73
50, 72
51, 71
50, 70
51, 71
52, 72
52, 72
29, 35
30, 36
31, 35
32, 35
31, 35
30, 34
30, 34
59, 70
59, 69
58, 70
57, 70
58, 71
59, 72
58, 73
58, 73
57, 74
58, 75
57, 74
56, 73
55, 73
55, 72
56, 73
56, 73
52, 52
53, 53
53, 54
52, 54
52, 55
52, 55
63, 57
62, 57
63, 57
64, 57
63, 56
62, 57
62, 56
63, 55
62, 56
61, 55
61, 55
46, 64
47, 64
47, 65
48, 66
47, 66
47, 66
29, 35
28, 36
29, 37
29, 36
30, 37
30, 36
31, 36
31, 36
53, 71
54, 71
53, 71
52, 72
52, 71
52, 70
53, 71
53, 71
44, 52
44, 51
45, 52
44, 51
45, 51
45, 50
45, 50
37, 51
36, 50
36, 51
36, 50
35, 50
34, 49
34, 50
34, 51
35, 51
35, 51
37, 48
36, 48
35, 48
36, 48
35, 47
35, 47
54, 54
53, 54
54, 55
53, 56
53, 57
54, 56
53, 57
53, 56
54, 56
55, 55
55, 55
39, 51
38, 50
38, 49
38, 50
37, 49
36, 49
36, 49
56, 54
57, 54
56, 55
56, 54
55, 53
56, 54
55, 53
55, 53
61, 56
62, 56
62, 57
62, 58
61, 59
61, 58
62, 59
63, 59
63, 59
36, 51
35, 50
36, 51
35, 51
34, 52
34, 52
48, 65
47, 66
47, 65
47, 66
47, 67
47, 68
46, 67
45, 67
44, 68
43, 67
43, 67
51, 56
52, 57
53, 58
52, 57
51, 56
51, 56
34, 47
35, 46
34, 46
35, 45
34, 46
34, 45
33, 44
34, 44
34, 43
35, 44
35, 44
32, 36
33, 35
32, 35
33, 35
32, 34
33, 34
33, 33
33, 33
52, 71
53, 71
54, 72
55, 71
56, 72
57, 72
56, 72
56, 72
46, 51
46, 50
45, 50
45, 49
46, 50
45, 50
44, 49
43, 48
42, 48
42, 48
55, 73
54, 73
55, 73
54, 74
53, 73
52, 72
53, 71
53, 72
52, 71
53, 71
53, 71
36, 50
37, 51
36, 50
37, 50
38, 49
37, 48
38, 49
38, 48
38, 48
32, 34
32, 35
31, 34
30, 34
29, 34
29, 33
29, 33
35, 52
35, 51
34, 52
33, 51
34, 51
34, 50
34, 51
34, 51
54, 53
53, 54
54, 53
55, 53
54, 53
55, 54
56, 54
56, 54
63, 58
64, 59
65, 59
64, 58
64, 59
64, 60
63, 61
64, 61
64, 61
43, 47
44, 47
45, 47
44, 48
43, 47
44, 47
43, 46
43, 46
50, 55
51, 54
50, 53
50, 52
51, 51
50, 50
50, 50
57, 72
58, 72
57, 73
56, 74
55, 74
56, 74
55, 74
55, 74
37, 48
36, 48
35, 48
36, 47
36, 48
37, 47
37, 48
37, 48
52, 71
52, 70
53, 69
52, 70
53, 71
54, 70
54, 71
54, 71
34, 45
35, 44
36, 44
35, 44
35, 43
36, 43
35, 44
34, 44
35, 44
34, 45
34, 45
42, 68
41, 68
41, 69
41, 70
40, 71
40, 71
29, 34
28, 35
27, 35
26, 35
27, 36
28, 35
29, 36
28, 35
27, 34
26, 34
26, 34
33, 50
32, 50
33, 49
32, 50
31, 49
31, 49
40, 70
40, 69
39, 68
39, 67
40, 66
40, 67
39, 68
40, 68
40, 68
53, 71
52, 70
52, 69
53, 70
54, 71
55, 71
56, 72
57, 71
58, 71
59, 71
59, 71
63, 60
63, 61
62, 62
62, 61
62, 60
61, 61
60, 60
59, 59
60, 59
60, 59
37, 49
37, 50
37, 51
36, 52
35, 52
35, 53
35, 52
34, 52
33, 53
34, 52
34, 52
33, 45
34, 45
35, 46
35, 45
36, 46
36, 47
36, 47
43, 47
42, 47
43, 48
43, 47
44, 47
45, 47
45, 47
55, 53
56, 53
55, 54
55, 55
55, 56
56, 56
55, 57
56, 56
56, 57
56, 57
51, 50
51, 49
52, 49
52, 48
51, 47
50, 46
50, 47
49, 46
49, 47
49, 47
54, 75
53, 76
54, 75
54, 74
53, 74
53, 75
54, 74
54, 74
55, 73
54, 73
55, 74
55, 75
56, 74
56, 75
56, 74
55, 75
56, 76
56, 76
30, 50
31, 49
31, 50
32, 49
31, 50
31, 49
30, 50
31, 51
32, 50
33, 50
33, 50
55, 58
54, 58
53, 57
54, 57
55, 56
55, 56
60, 58
61, 57
62, 56
63, 55
62, 54
63, 54
63, 54
26, 33
25, 33
24, 32
25, 33
24, 34
24, 35
23, 36
22, 37
23, 36
23, 36
35, 48
35, 47
34, 48
33, 48
32, 49
33, 49
32, 50
31, 50
32, 50
32, 50
40, 67
39, 66
38, 67
39, 67
38, 67
39, 68
40, 69
41, 69
41, 69
59, 72
59, 73
59, 72
60, 73
60, 74
59, 74
60, 73
60, 73
46, 46
47, 45
46, 44
46, 43
46, 44
45, 43
44, 42
44, 41
44, 41
33, 51
32, 52
32, 53
32, 52
33, 51
33, 50
33, 50
50, 46
49, 46
48, 47
49, 48
50, 49
50, 49
33, 49
34, 48
33, 49
33, 50
32, 50
32, 51
32, 50
31, 49
31, 50
31, 49
31, 49
56, 57
56, 58
57, 59
58, 58
58, 59
58, 59
50, 50
50, 49
49, 50
48, 50
49, 50
49, 51
49, 50
49, 50
64, 54
63, 55
63, 54
62, 53
62, 54
63, 54
63, 53
63, 54
64, 54
64, 54
42, 70
41, 71
40, 71
41, 71
42, 71
41, 71
42, 72
42, 71
42, 70
42, 70
43, 40
42, 40
43, 40
44, 40
45, 39
46, 39
45, 38
46, 38
47, 38
48, 39
48, 39
61, 74
62, 74
62, 73
61, 72
60, 72
60, 72
24, 36
23, 37
22, 36
22, 37
23, 37
23, 37
56, 75
57, 76
58, 76
58, 77
57, 76
58, 75
57, 74
58, 75
57, 74
57, 74
31, 51
31, 50
32, 49
33, 49
34, 50
34, 49
34, 50
35, 51
36, 52
36, 53
36, 53
34, 49
34, 50
34, 49
35, 50
36, 50
36, 49
37, 48
38, 47
37, 48
37, 48
49, 51
50, 51
50, 50
51, 49
51, 50
51, 49
52, 49
52, 50
52, 50
24, 38
25, 39
24, 38
23, 39
22, 40
22, 41
23, 41
23, 41
56, 74
57, 75
57, 74
56, 75
55, 74
56, 75
56, 75
38, 48
39, 49
38, 48
39, 49
40, 49
40, 48
39, 48
38, 47
38, 48
38, 48
30, 50
29, 50
28, 49
29, 50
28, 50
27, 51
27, 52
27, 51
28, 52
28, 52
48, 38
48, 37
49, 36
50, 36
49, 36
49, 37
48, 38
49, 39
48, 40
48, 40
63, 54
64, 54
63, 54
62, 55
63, 55
63, 54
63, 54
41, 70
42, 71
43, 71
43, 72
44, 72
45, 71
45, 70
45, 70
61, 71
62, 72
62, 71
63, 72
62, 72
63, 72
64, 71
64, 70
65, 69
65, 70
65, 70
58, 58
59, 57
58, 57
57, 57
58, 58
58, 58
37, 52
36, 53
35, 54
36, 54
36, 55
37, 55
37, 55
64, 54
63, 54
62, 53
63, 54
62, 54
63, 54
62, 55
61, 55
61, 55
57, 57
56, 58
57, 57
56, 57
57, 57
56, 57
57, 56
56, 57
56, 57
57, 74
56, 74
55, 75
56, 74
56, 75
56, 76
56, 77
56, 77
52, 49
53, 48
54, 49
54, 50
53, 50
52, 50
51, 50
52, 50
51, 51
51, 51
27, 52
27, 53
26, 54
27, 54
28, 55
28, 54
29, 53
30, 54
29, 53
29, 53
37, 56
37, 57
37, 56
38, 57
38, 56
39, 56
39, 55
39, 55
64, 69
63, 70
62, 70
61, 71
60, 70
59, 70
58, 70
57, 71
57, 71
45, 71
46, 72
47, 73
47, 72
48, 73
47, 73
48, 73
47, 72
48, 72
48, 73
48, 73
39, 47
40, 48
41, 49
41, 48
42, 47
42, 48
42, 48
23, 42
24, 42
24, 41
23, 41
22, 41
22, 40
23, 41
24, 40
25, 40
24, 41
24, 41
49, 40
49, 39
49, 38
48, 39
47, 38
46, 39
47, 39
46, 40
46, 39
45, 38
45, 38
44, 38
45, 38
44, 38
45, 38
44, 38
45, 39
44, 39
43, 40
42, 40
41, 40
41, 40
57, 56
58, 56
58, 57
57, 58
56, 57
57, 56
57, 55
56, 56
56, 56
23, 41
24, 41
25, 40
24, 40
24, 39
24, 38
23, 37
24, 37
24, 36
23, 37
23, 37
61, 56
61, 55
62, 55
62, 54
63, 54
64, 54
63, 53
62, 53
63, 54
63, 54
49, 72
50, 73
50, 72
49, 73
49, 74
50, 75
49, 76
50, 76
50, 76
28, 53
29, 54
29, 53
28, 52
29, 52
29, 51
30, 51
30, 51
40, 56
39, 55
38, 54
38, 55
39, 56
39, 57
40, 58
39, 57
39, 58
39, 57
39, 57
52, 51
51, 50
50, 51
51, 51
51, 52
51, 52
41, 47
40, 47
41, 47
42, 48
43, 49
42, 50
41, 50
41, 50
57, 72
57, 73
57, 72
58, 71
57, 71
58, 70
57, 69
57, 68
58, 68
58, 69
58, 69
56, 76
57, 75
57, 74
56, 75
56, 74
56, 75
55, 76
55, 77
54, 76
53, 76
53, 76
29, 51
29, 52
28, 53
29, 53
30, 52
30, 53
30, 53
52, 51
51, 50
52, 51
52, 50
52, 51
51, 50
52, 49
51, 50
52, 49
52, 49
54, 75
55, 74
56, 73
55, 72
54, 73
55, 73
56, 72
57, 71
58, 70
57, 71
57, 71
49, 75
50, 75
50, 76
49, 76
48, 75
49, 76
50, 76
50, 76
22, 37
21, 36
22, 35
22, 36
23, 35
24, 34
25, 34
26, 34
25, 35
24, 35
24, 35
40, 58
41, 58
40, 59
41, 58
42, 57
41, 57
42, 56
41, 56
41, 56
41, 49
42, 48
41, 48
42, 48
41, 48
40, 48
40, 48
41, 41
42, 41
43, 42
43, 41
42, 41
41, 42
42, 43
41, 42
41, 42
57, 69
56, 69
57, 68
58, 68
57, 67
57, 67
63, 53
64, 54
63, 55
62, 55
61, 56
62, 56
62, 55
63, 54
63, 54
57, 57
56, 56
55, 55
54, 55
55, 56
56, 56
57, 55
57, 54
57, 54
63, 55
62, 55
62, 56
62, 57
62, 56
62, 56
29, 52
30, 51
30, 52
29, 51
29, 50
28, 51
27, 51
27, 51
58, 55
57, 56
58, 57
57, 57
58, 58
58, 59
58, 60
59, 59
59, 60
59, 61
59, 61
56, 67
55, 68
54, 68
53, 67
54, 68
53, 69
53, 69
23, 34
22, 33
23, 33
23, 34
22, 33
21, 32
20, 33
21, 34
22, 35
22, 35
42, 43
43, 42
42, 42
41, 42
42, 42
41, 42
42, 43
43, 42
43, 42
51, 75
52, 76
53, 76
54, 75
54, 74
53, 74
52, 73
52, 74
52, 74
41, 55
41, 56
40, 55
41, 55
40, 56
40, 56
56, 72
55, 71
54, 70
53, 70
52, 69
51, 68
50, 67
49, 68
49, 68
51, 49
52, 49
51, 49
52, 48
51, 48
51, 48
41, 48
40, 48
39, 47
38, 48
37, 48
37, 49
37, 49
57, 71
57, 72
57, 71
57, 70
57, 71
57, 72
57, 71
57, 70
58, 71
57, 72
57, 72
64, 70
65, 70
64, 71
65, 72
66, 73
66, 73
67, 80
66, 81
67, 80
67, 81
68, 80
68, 81
67, 81
67, 81
53, 78
52, 79
53, 79
53, 80
52, 79
51, 78
52, 79
52, 79
56, 74
55, 75
56, 74
56, 75
56, 76
56, 77
55, 77
55, 78
55, 78
67, 71
67, 70
68, 71
67, 70
68, 71
69, 70
69, 71
68, 70
69, 70
68, 69
68, 69
59, 77
60, 76
60, 77
59, 78
58, 78
59, 78
58, 77
59, 76
60, 76
60, 76
51, 73
51, 72
51, 73
50, 72
51, 71
52, 71
52, 71
64, 72
63, 72
63, 71
62, 71
62, 72
63, 72
62, 71
61, 72
60, 72
60, 72
52, 73
51, 74
50, 73
51, 74
50, 75
51, 75
50, 74
49, 75
50, 75
50, 75
55, 73
54, 73
54, 74
54, 73
55, 73
54, 72
55, 73
55, 73
58, 72
57, 73
56, 74
57, 73
56, 72
55, 71
55, 72
55, 72
51, 72
51, 71
52, 71
51, 71
51, 70
52, 69
52, 69
56, 78
55, 79
56, 80
55, 79
55, 80
54, 80
54, 81
55, 81
56, 80
56, 80
59, 73
58, 72
58, 71
59, 71
58, 70
58, 69
59, 70
59, 69
58, 70
59, 70
59, 70
66, 80
67, 80
66, 81
67, 81
66, 80
66, 79
66, 79
49, 74
48, 74
49, 75
49, 74
50, 74
49, 75
50, 76
50, 76
55, 74
55, 75
54, 74
53, 74
54, 75
54, 76
53, 75
53, 75
68, 68
67, 69
67, 70
66, 71
67, 71
67, 71
52, 78
51, 79
52, 79
52, 80
53, 79
53, 79
67, 73
67, 72
68, 71
67, 70
67, 71
67, 71
60, 77
61, 78
61, 77
62, 78
63, 77
63, 78
64, 79
64, 79
44, 65
43, 64
42, 65
41, 64
41, 63
42, 63
42, 64
43, 64
42, 64
42, 64
66, 58
67, 58
66, 57
67, 58
66, 57
65, 58
65, 58
49, 47
50, 48
51, 49
51, 48
52, 49
52, 49
34, 59
33, 59
32, 59
31, 59
30, 58
29, 59
30, 59
30, 58
30, 59
30, 58
30, 58
41, 59
41, 58
40, 57
41, 56
40, 57
40, 57
47, 63
46, 62
45, 62
44, 63
44, 64
45, 64
45, 65
46, 66
45, 65
46, 64
46, 64
49, 60
50, 60
50, 59
49, 60
49, 61
50, 62
50, 62
65, 77
66, 76
65, 76
65, 77
64, 76
63, 76
63, 76
48, 71
49, 70
50, 70
49, 69
48, 69
49, 68
50, 68
49, 69
49, 70
48, 70
48, 70
55, 49
56, 48
56, 49
56, 48
57, 47
57, 48
57, 49
58, 49
58, 49
39, 55
38, 54
37, 54
37, 55
36, 55
37, 54
36, 53
37, 54
36, 55
36, 55
29, 59
29, 60
29, 59
30, 59
31, 60
31, 60
50, 61
50, 60
49, 59
49, 58
49, 59
50, 59
49, 60
50, 60
50, 60
47, 63
46, 64
46, 65
47, 65
48, 64
48, 64
58, 48
57, 49
58, 48
58, 47
57, 47
57, 47
48, 71
47, 70
46, 70
45, 69
44, 70
43, 69
43, 69
41, 57
40, 57
39, 56
40, 55
39, 56
39, 57
40, 57
39, 57
39, 56
39, 56
53, 50
52, 50
53, 49
52, 50
53, 49
52, 49
53, 48
52, 48
51, 49
50, 48
50, 48
65, 57
64, 57
65, 57
66, 57
65, 57
65, 56
65, 57
66, 56
65, 57
66, 56
66, 56
62, 75
61, 75
60, 74
61, 74
60, 75
61, 74
61, 74
37, 56
36, 56
35, 56
36, 55
35, 54
35, 53
35, 53
41, 64
40, 65
41, 64
40, 65
40, 64
39, 64
39, 64
39, 57
40, 57
39, 57
39, 56
39, 55
40, 56
39, 57
38, 56
37, 57
38, 58
38, 58
67, 57
68, 57
67, 57
68, 58
68, 57
67, 56
66, 57
66, 58
66, 57
66, 57
38, 63
38, 62
37, 63
36, 62
37, 61
36, 61
35, 62
34, 62
34, 63
34, 63
49, 47
48, 46
49, 45
48, 45
47, 46
47, 46
48, 63
48, 64
47, 64
48, 64
49, 64
49, 64
42, 68
43, 69
42, 69
42, 70
41, 71
41, 70
40, 70
41, 69
40, 70
40, 71
40, 71
51, 60
50, 59
50, 58
49, 58
49, 59
49, 58
48, 59
47, 59
47, 59
62, 74
63, 73
62, 73
61, 72
60, 71
60, 70
60, 70
58, 48
58, 49
59, 50
58, 50
59, 50
58, 49
57, 48
56, 48
56, 48
32, 60
32, 61
33, 60
34, 61
33, 62
34, 61
33, 60
34, 59
34, 59
35, 54
34, 54
33, 54
33, 55
33, 54
34, 54
33, 55
33, 56
34, 56
34, 56
47, 58
48, 59
48, 60
49, 60
49, 59
50, 59
50, 60
49, 61
49, 61
35, 56
34, 56
33, 57
34, 58
35, 58
34, 57
35, 57
35, 57
35, 58
36, 58
35, 59
35, 60
34, 60
35, 59
36, 58
36, 58
48, 45
49, 45
48, 45
48, 46
49, 47
49, 47
38, 59
39, 59
38, 58
37, 58
36, 58
37, 57
37, 56
37, 56
39, 72
39, 71
39, 72
39, 73
40, 73
40, 74
39, 73
39, 73
34, 64
34, 65
35, 65
35, 66
36, 67
35, 66
36, 65
36, 64
36, 64
57, 47
56, 48
57, 49
58, 49
58, 50
58, 50
50, 64
51, 65
51, 64
51, 65
52, 65
51, 66
51, 65
51, 65
66, 58
65, 57
65, 56
66, 56
66, 57
67, 56
66, 57
66, 57
61, 69
61, 70
60, 69
60, 70
59, 69
60, 69
60, 68
61, 69
61, 69
40, 74
39, 74
39, 75
38, 76
37, 75
36, 74
36, 74
48, 60
49, 59
48, 59
49, 59
50, 60
49, 59
48, 60
47, 59
47, 58
47, 58
65, 58
66, 57
65, 57
65, 56
64, 57
64, 58
64, 59
64, 59
52, 64
53, 64
52, 64
53, 64
53, 65
54, 65
54, 65
36, 63
35, 62
35, 63
36, 63
37, 62
38, 62
39, 63
38, 64
38, 63
38, 62
38, 62
37, 57
38, 58
39, 57
38, 57
37, 58
38, 59
38, 60
37, 61
37, 62
37, 63
37, 63
61, 70
62, 69
63, 69
64, 69
65, 68
66, 68
65, 68
64, 67
63, 66
64, 66
64, 66
48, 48
49, 47
50, 48
49, 47
49, 46
48, 45
47, 44
46, 43
46, 42
46, 43
46, 43
59, 49
58, 49
57, 48
56, 49
55, 50
56, 50
57, 49
57, 48
56, 49
55, 49
55, 49
35, 59
35, 58
36, 57
36, 58
37, 58
38, 59
38, 59
35, 58
36, 57
37, 57
36, 57
35, 57
36, 57
36, 58
36, 59
36, 60
35, 61
35, 61
45, 44
46, 44
47, 43
48, 43
48, 44
49, 43
49, 42
48, 43
48, 43
56, 50
55, 50
56, 50
55, 49
56, 50
55, 49
56, 50
56, 50
39, 60
38, 59
