with,,maxent,
54,66,70,86
53,66,70,86
53,66,70,86
44,66,71,86
56,66,71,86
56,66,71,86
58,66,71,86
57,66,71,86
58,66,71,86
59,66,71,86
59,66,71,86
67,66,71,86
67,66,71,86
66,66,71,86
67,66,71,86
69,66,71,86
68,66,71,86
70,66,71,86
71,66,71,86
72,66,71,86
74,66,71,86
73,66,71,86
73,66,71,86
74,66,71,86
73,66,72,86
72,66,72,86
72,66,72,86
71,66,72,86
71,66,72,86
70,66,72,86
70,66,72,86
72,66,72,86
72,66,72,86
68,66,72,86
61,66,72,86
61,66,72,86
62,66,72,86
68,66,72,86
68,66,72,86
67,66,72,86
66,66,72,86
64,66,72,86
64,66,72,86
64,66,72,86
65,66,72,86
66,66,73,86
66,66,73,86
65,66,73,86
65,66,73,86
38,66,73,86
54,66,73,86
62,66,73,86
61,66,73,86
58,66,73,86
58,66,73,86
58,66,73,86
60,66,73,86
60,66,73,86
56,66,73,86
55,66,73,86
55,66,73,86
60,66,74,86
60,66,74,86
48,66,74,86
49,66,74,86
49,66,74,86
49,66,74,86
49,66,74,86
48,66,74,86
48,66,74,86
58,66,74,86
56,66,74,86
53,66,75,86
53,66,77,86
38,66,48,85
57,66,48,85
52,66,48,85
58,66,48,85
63,66,48,85
57,66,48,85
57,66,49,85
58,66,49,85
59,66,49,85
58,66,49,85
59,66,49,85
59,66,49,85
59,66,50,85
61,66,51,85
56,66,51,85
56,66,51,85
60,66,51,85
60,66,51,85
62,66,51,85
53,66,52,85
57,66,52,85
57,66,52,85
60,66,52,85
57,66,52,85
59,66,52,85
59,66,53,85
58,66,53,85
49,66,53,85
56,66,53,85
56,66,53,85
53,66,53,85
41,66,54,85
59,66,54,85
55,66,54,85
41,66,54,85
41,66,54,85
38,66,54,85
47,66,54,85
41,66,54,85
54,66,54,85
52,66,54,85
52,66,54,85
47,66,55,85
63,66,55,85
62,66,55,85
62,66,55,85
63,66,55,85
55,66,55,85
55,66,56,85
54,66,56,85
52,66,56,85
53,66,56,85
52,66,56,85
52,66,56,85
53,66,56,85
57,66,56,85
58,66,56,85
52,66,56,85
53,66,56,85
58,66,56,85
54,66,56,85
53,66,56,85
65,66,56,85
64,66,56,85
62,66,57,85
61,66,57,85
61,66,57,85
59,66,57,85
59,66,57,85
51,66,57,85
58,66,57,85
60,66,57,85
59,66,57,85
59,66,57,85
58,66,57,85
57,66,57,85
56,66,57,85
56,66,57,85
56,66,57,85
57,66,57,85
56,66,58,85
57,66,58,85
58,66,58,85
58,66,58,85
66,66,58,85
52,66,58,85
58,66,58,85
59,66,58,85
57,66,58,85
57,66,58,85
58,66,58,85
58,66,58,85
61,66,58,85
55,66,58,85
57,66,58,85
59,66,58,85
45,66,59,85
55,66,59,85
57,66,59,85
52,66,59,85
39,66,59,85
41,66,59,85
45,66,59,85
47,66,59,85
50,66,59,85
44,66,59,85
44,66,59,85
28,66,59,85
40,66,59,85
46,66,59,85
59,66,59,85
28,66,59,85
29,66,60,85
29,66,60,85
30,66,60,85
30,66,60,85
30,66,60,85
29,66,60,85
28,66,60,85
29,66,60,85
29,66,60,85
29,66,60,85
29,66,60,85
28,66,60,85
29,66,60,85
29,66,60,85
30,66,60,85
31,66,60,85
32,66,61,85
32,66,61,85
33,66,61,85
50,66,61,85
50,66,61,85
57,66,61,85
48,66,62,85
60,66,62,85
55,66,62,85
59,66,62,85
67,66,62,85
53,66,62,85
71,66,62,85
46,66,62,85
53,66,62,85
48,66,62,85
55,66,62,85
52,66,63,85
53,66,63,85
53,66,63,85
66,66,63,85
68,66,63,85
69,66,63,85
69,66,63,85
69,66,63,85
69,66,63,85
57,66,63,85
57,66,63,85
61,66,64,85
59,66,64,85
57,66,64,85
57,66,64,85
57,66,64,85
46,66,64,85
69,66,64,85
69,66,64,85
51,66,64,85
51,66,64,85
50,66,64,85
49,66,64,85
70,66,64,85
72,66,64,85
71,66,64,85
71,66,64,85
59,66,65,85
50,66,65,85
72,66,65,85
58,66,65,85
58,66,65,85
57,66,65,85
57,66,65,85
70,66,65,85
71,66,65,85
56,66,65,85
57,66,65,85
57,66,65,85
57,66,65,85
56,66,65,85
50,66,65,85
58,66,65,85
58,66,66,85
66,66,66,85
65,66,66,85
66,66,66,85
69,66,66,85
68,66,66,85
63,66,66,85
62,66,66,85
71,66,66,85
72,66,66,85
71,66,66,85
71,66,66,85
65,66,66,85
68,66,66,85
49,66,66,85
50,66,66,85
72,66,67,85
71,66,67,85
50,66,67,85
70,66,67,85
50,66,67,85
72,66,67,85
73,66,67,85
74,66,67,85
74,66,67,85
51,66,67,85
73,66,67,85
57,66,67,85
56,66,67,85
55,66,67,85
55,66,67,85
52,66,67,85
52,66,68,85
73,66,68,85
74,66,68,85
73,66,68,85
72,66,68,85
59,66,68,85
54,66,68,85
43,66,68,85
58,66,68,85
60,66,68,85
59,66,68,85
31,66,68,85
56,66,68,85
60,66,68,85
47,66,68,85
47,66,68,85
42,66,69,85
64,66,69,85
49,66,69,85
47,66,69,85
47,66,69,85
50,66,69,85
45,66,69,85
59,66,69,85
46,66,69,85
52,66,69,85
50,66,69,85
55,66,69,85
55,66,69,85
57,66,69,85
57,66,69,85
59,66,69,85
59,66,70,85
59,66,70,85
48,66,70,85
48,66,70,85
67,66,70,85
54,66,70,85
54,66,70,85
58,66,70,85
58,66,70,85
61,66,70,85
62,66,70,85
35,66,70,85
55,66,70,85
49,66,70,85
64,66,70,85
64,66,70,85
56,66,71,85
49,66,71,85
48,66,71,85
49,66,71,85
34,66,71,85
61,66,71,85
54,66,71,85
49,66,71,85
56,66,71,85
62,66,71,85
59,66,71,85
62,66,71,85
28,66,71,85
45,66,71,85
25,66,71,85
49,66,71,85
46,66,71,85
46,66,71,85
52,66,71,85
58,66,71,85
58,66,71,85
57,66,72,85
57,66,72,85
56,66,72,85
43,66,72,85
67,66,72,85
63,66,72,85
53,66,72,85
64,66,72,85
64,66,72,85
59,66,72,85
60,66,72,85
69,66,72,85
69,66,72,85
50,66,72,85
55,66,72,85
55,66,72,85
55,66,72,85
55,66,72,85
55,66,72,85
55,66,72,85
55,66,72,85
55,66,73,85
61,66,73,85
48,66,73,85
64,66,73,85
58,66,73,85
47,66,73,85
56,66,74,85
47,66,74,85
44,66,74,85
55,66,74,85
55,66,74,85
55,66,74,85
55,66,75,85
55,66,75,85
55,66,75,85
55,66,75,85
55,66,75,85
55,66,75,85
55,66,76,85
55,66,77,85
55,66,77,85
44,66,77,85
47,66,47,84
45,66,48,84
27,66,48,84
26,66,48,84
26,66,48,84
47,66,48,84
32,66,48,84
52,66,49,84
44,66,49,84
43,66,49,84
44,66,49,84
44,66,49,84
46,66,49,84
49,66,50,84
49,66,50,84
43,66,50,84
44,66,50,84
44,66,50,84
44,66,50,84
49,66,51,84
47,66,51,84
58,66,51,84
59,66,51,84
59,66,51,84
31,66,51,84
56,66,52,84
54,66,52,84
62,66,52,84
53,66,52,84
50,66,52,84
40,66,52,84
54,66,53,84
54,66,53,84
64,66,53,84
50,66,53,84
47,66,53,84
49,66,53,84
41,66,54,84
44,66,54,84
47,66,54,84
40,66,54,84
40,66,54,84
55,66,54,84
67,66,54,84
53,66,54,84
42,66,54,84
67,66,54,84
40,66,54,84
32,66,55,84
40,66,55,84
41,66,55,84
42,66,55,84
43,66,55,84
44,66,55,84
44,66,55,84
28,66,55,84
45,66,55,84
49,66,55,84
49,66,55,84
49,66,56,84
43,66,56,84
43,66,56,84
48,66,56,84
42,66,56,84
43,66,56,84
44,66,56,84
44,66,56,84
49,66,56,84
49,66,56,84
51,66,56,84
43,66,56,84
49,66,56,84
39,66,56,84
40,66,56,84
40,66,56,84
49,66,57,84
41,66,57,84
40,66,57,84
38,66,57,84
37,66,57,84
37,66,57,84
36,66,57,84
37,66,57,84
37,66,57,84
37,66,57,84
49,66,57,84
51,66,57,84
50,66,57,84
51,66,57,84
52,66,57,84
52,66,57,84
51,66,58,84
48,66,58,84
50,66,58,84
35,66,58,84
34,66,58,84
50,66,58,84
50,66,58,84
36,66,58,84
35,66,58,84
34,66,58,84
36,66,58,84
36,66,58,84
51,66,58,84
35,66,58,84
34,66,58,84
57,66,58,84
50,66,59,84
48,66,59,84
49,66,59,84
50,66,59,84
50,66,59,84
59,66,59,84
59,66,59,84
49,66,59,84
48,66,59,84
48,66,59,84
48,66,59,84
33,66,59,84
33,66,59,84
32,66,59,84
47,66,59,84
46,66,59,84
44,66,60,84
30,66,60,84
60,66,60,84
60,66,60,84
60,66,60,84
60,66,60,84
50,66,60,84
52,66,60,84
52,66,60,84
61,66,60,84
61,66,60,84
61,66,60,84
61,66,60,84
51,66,60,84
30,66,60,84
31,66,60,84
31,66,61,84
40,66,61,84
40,66,61,84
39,66,61,84
62,66,61,84
36,66,61,84
35,66,62,84
36,66,62,84
65,66,62,84
66,66,62,84
65,66,62,84
64,66,62,84
63,66,62,84
62,66,62,84
43,66,62,84
43,66,62,84
43,66,62,84
32,66,63,84
31,66,63,84
31,66,63,84
29,66,63,84
28,66,63,84
27,66,63,84
27,66,63,84
27,66,63,84
28,66,63,84
48,66,63,84
53,66,63,84
46,66,63,84
59,66,63,84
58,66,63,84
58,66,63,84
64,66,63,84
63,66,64,84
52,66,64,84
45,66,64,84
33,66,64,84
59,66,64,84
48,66,64,84
45,66,64,84
48,66,64,84
51,66,64,84
52,66,64,84
53,66,64,84
54,66,64,84
55,66,64,84
56,66,64,84
57,66,64,84
58,66,64,84
59,66,65,84
59,66,65,84
54,66,65,84
49,66,65,84
33,66,65,84
51,66,65,84
46,66,65,84
62,66,65,84
46,66,65,84
51,66,65,84
51,66,65,84
47,66,65,84
44,66,65,84
44,66,65,84
52,66,65,84
52,66,65,84
57,66,65,84
57,66,65,84
57,66,65,84
42,66,65,84
58,66,65,84
60,66,66,84
59,66,66,84
57,66,66,84
41,66,66,84
56,66,66,84
57,66,66,84
57,66,66,84
58,66,66,84
58,66,66,84
66,66,66,84
67,66,66,84
41,66,66,84
42,66,66,84
58,66,66,84
56,66,66,84
55,66,66,84
55,66,66,84
59,66,66,84
58,66,66,84
58,66,66,84
39,66,66,84
39,66,67,84
60,66,67,84
59,66,67,84
59,66,67,84
60,66,67,84
37,66,67,84
39,66,67,84
61,66,67,84
61,66,67,84
61,66,67,84
62,66,67,84
61,66,67,84
61,66,67,84
38,66,67,84
40,66,67,84
39,66,67,84
38,66,67,84
38,66,67,84
60,66,67,84
61,66,67,84
62,66,67,84
61,66,68,84
61,66,68,84
62,66,68,84
39,66,68,84
41,66,68,84
63,66,68,84
62,66,68,84
62,66,68,84
63,66,68,84
64,66,68,84
41,66,68,84
66,66,68,84
40,66,68,84
34,66,68,84
34,66,68,84
55,66,68,84
63,66,69,84
52,66,69,84
52,66,69,84
49,66,69,84
49,66,69,84
63,66,69,84
63,66,69,84
59,66,69,84
59,66,69,84
54,66,69,84
54,66,69,84
55,66,69,84
52,66,69,84
53,66,69,84
64,66,69,84
49,66,69,84
49,66,70,84
42,66,70,84
55,66,70,84
55,66,70,84
45,66,70,84
49,66,70,84
57,66,70,84
41,66,70,84
46,66,70,84
57,66,70,84
59,66,70,84
37,66,70,84
53,66,70,84
52,66,70,84
24,66,70,84
24,66,70,84
53,67,71,84
52,67,71,84
53,67,71,84
53,67,71,84
51,67,71,84
53,67,71,84
53,67,71,84
54,67,71,84
53,67,71,84
54,67,71,84
54,67,71,84
55,67,71,84
52,67,71,84
56,67,71,84
57,67,71,84
58,67,71,84
57,67,72,84
57,67,72,84
53,67,72,84
59,67,72,84
52,67,72,84
51,67,72,84
51,67,72,84
52,67,72,84
49,67,72,84
56,67,72,84
46,67,72,84
46,67,72,84
62,67,72,84
44,67,72,84
65,67,72,84
62,67,72,84
60,67,72,84
66,67,72,84
66,67,72,84
67,67,72,84
53,67,72,84
41,67,73,84
48,67,73,84
41,67,73,84
52,67,73,84
41,67,73,84
43,67,73,84
45,67,73,84
42,67,73,84
57,67,73,84
58,67,73,84
51,67,73,84
37,67,73,84
57,67,73,84
42,67,73,84
36,67,73,84
36,67,73,84
51,67,74,84
60,67,74,84
60,67,74,84
50,67,74,84
61,67,74,84
62,67,74,84
50,67,75,84
50,67,76,84
51,67,76,84
50,67,76,84
50,67,76,84
38,67,76,84
38,67,76,84
38,67,77,84
37,67,77,84
50,67,77,84
52,67,77,84
53,67,77,84
35,67,77,84
34,67,78,84
35,67,78,84
35,67,78,84
52,67,78,84
51,67,78,84
35,67,78,84
50,67,32,83
50,67,32,83
34,67,32,83
35,67,47,83
49,67,48,83
36,67,48,83
55,67,48,83
36,67,48,83
53,67,48,83
57,67,48,83
57,67,49,83
53,67,49,83
50,67,49,83
51,67,50,83
42,67,50,83
42,67,50,83
50,67,51,83
51,67,51,83
51,67,51,83
40,67,51,83
45,67,51,83
42,67,51,83
41,67,52,83
42,67,52,83
35,67,52,83
34,67,52,83
33,67,52,83
33,67,52,83
41,67,52,83
48,67,52,83
48,67,52,83
45,67,52,83
33,67,52,83
45,67,52,83
44,67,52,83
55,67,52,83
47,67,52,83
47,67,52,83
49,67,53,83
54,67,53,83
54,67,53,83
60,67,53,83
57,67,53,83
53,67,53,83
53,67,53,83
58,67,53,83
58,67,53,83
57,67,53,83
55,67,53,83
53,67,53,83
56,67,53,83
56,67,53,83
57,67,53,83
54,67,53,83
55,67,54,83
56,67,54,83
36,67,54,83
36,67,54,83
36,67,54,83
57,67,54,83
56,67,54,83
48,67,54,83
60,67,54,83
50,67,54,83
46,67,54,83
55,67,54,83
49,67,54,83
50,67,54,83
51,67,54,83
51,67,54,83
50,67,55,83
51,67,55,83
60,67,55,83
61,67,55,83
60,67,55,83
61,67,55,83
61,67,55,83
61,67,55,83
64,67,55,83
65,67,55,83
63,67,55,83
64,67,56,83
64,67,56,83
45,67,56,83
44,67,56,83
65,67,56,83
66,67,56,83
68,67,56,83
68,67,56,83
43,67,56,83
42,67,56,83
41,67,56,83
41,67,56,83
45,67,56,83
44,67,56,83
40,67,56,83
40,67,56,83
44,67,57,83
43,67,57,83
42,67,57,83
42,67,57,83
41,67,57,83
41,67,57,83
42,67,57,83
44,67,57,83
44,67,57,83
67,67,57,83
43,67,57,83
39,67,57,83
39,67,57,83
40,67,57,83
39,67,57,83
43,67,57,83
35,67,58,83
36,67,58,83
60,67,58,83
60,67,58,83
36,67,58,83
45,67,58,83
45,67,58,83
59,67,58,83
48,67,58,83
55,67,58,83
55,67,58,83
58,67,58,83
58,67,58,83
71,67,58,83
43,67,58,83
67,67,58,83
48,67,59,83
45,67,59,83
45,67,59,83
66,67,59,83
48,67,59,83
46,67,59,83
46,67,59,83
52,67,59,83
51,67,59,83
51,67,59,83
51,67,59,83
51,67,59,83
51,67,59,83
51,67,59,83
52,67,59,83
53,67,59,83
42,67,60,83
43,67,60,83
53,67,60,83
55,67,60,83
54,67,60,83
60,67,60,83
59,67,60,83
59,67,60,83
59,67,60,83
60,67,60,83
58,67,60,83
59,67,60,83
59,67,60,83
59,67,60,83
61,67,60,83
62,67,60,83
61,67,61,83
62,67,61,83
59,67,61,83
51,67,61,83
61,67,61,83
60,67,61,83
61,67,61,83
62,67,61,83
62,67,61,83
52,67,61,83
52,67,61,83
52,67,62,83
50,67,62,83
48,67,62,83
49,67,62,83
49,67,62,83
51,67,62,83
50,67,62,83
51,67,62,83
52,67,62,83
52,67,62,83
53,67,62,83
51,67,63,83
64,67,63,83
63,67,63,83
64,67,63,83
40,67,63,83
64,67,63,83
63,67,63,83
63,67,63,83
40,67,63,83
63,67,63,83
63,67,63,83
63,67,63,83
63,67,63,83
64,67,63,83
41,67,63,83
39,67,63,83
40,67,64,83
40,67,64,83
63,67,64,83
63,67,64,83
63,67,64,83
43,67,64,83
43,67,64,83
64,67,64,83
64,67,64,83
64,67,64,83
29,67,64,83
28,67,64,83
28,67,64,83
65,67,64,83
65,67,64,83
56,67,64,83
48,67,65,83
40,67,65,83
58,67,65,83
58,67,65,83
58,67,65,83
52,67,65,83
56,67,65,83
56,67,65,83
46,67,65,83
36,67,65,83
51,67,65,83
51,67,65,83
39,67,65,83
39,67,65,83
43,67,65,83
49,67,65,83
47,67,65,83
47,67,65,83
43,67,65,83
46,67,65,83
44,67,65,83
49,67,66,83
49,67,66,83
48,67,66,83
49,67,66,83
48,67,66,83
54,67,66,83
54,67,66,83
54,67,66,83
57,67,66,83
57,67,66,83
58,67,66,83
54,67,66,83
51,67,66,83
52,67,66,83
63,67,66,83
24,67,66,83
65,67,66,83
65,67,66,83
65,67,66,83
64,67,66,83
63,67,66,83
64,67,67,83
64,67,67,83
63,67,67,83
54,67,67,83
22,67,67,83
54,67,67,83
64,67,67,83
55,67,67,83
49,67,67,83
59,67,67,83
59,67,67,83
59,67,67,83
60,67,67,83
63,67,67,83
48,67,67,83
61,67,67,83
40,67,67,83
57,67,67,83
58,67,67,83
50,67,67,83
67,67,67,83
57,67,68,83
42,67,68,83
47,67,68,83
40,67,68,83
52,67,68,83
56,67,68,83
59,67,68,83
57,67,68,83
57,67,68,83
56,67,68,83
55,67,68,83
56,67,68,83
56,67,68,83
56,67,68,83
40,67,68,83
45,67,68,83
45,67,69,83
44,67,69,83
44,67,69,83
42,67,69,83
39,67,69,83
38,67,69,83
37,67,69,83
37,67,69,83
36,67,69,83
36,67,69,83
36,67,69,83
37,67,69,83
38,67,69,83
47,67,69,83
67,67,69,83
67,67,69,83
53,67,70,83
54,67,70,83
45,67,70,83
65,67,70,83
65,67,70,83
48,67,70,83
64,67,70,83
61,67,70,83
47,67,70,83
56,67,70,83
54,67,70,83
46,67,70,83
58,67,70,83
47,67,70,83
50,67,70,83
51,67,70,83
57,67,71,83
52,67,71,83
46,67,71,83
45,67,71,83
55,67,71,83
59,67,71,83
52,67,71,83
58,67,71,83
59,67,71,83
55,67,71,83
64,67,71,83
57,67,71,83
57,67,71,83
58,67,71,83
58,67,71,83
58,67,71,83
53,67,72,83
42,67,72,83
42,67,72,83
56,67,72,83
62,67,72,83
60,67,72,83
58,67,72,83
64,67,72,83
60,67,72,83
61,67,72,83
61,67,72,83
48,67,72,83
49,67,72,83
60,67,72,83
47,67,72,83
65,67,72,83
44,67,73,83
49,67,73,83
57,67,73,83
63,67,73,83
41,67,73,83
41,67,73,83
56,67,73,83
55,67,73,83
56,67,73,83
56,67,73,83
60,67,73,83
57,67,73,83
55,67,73,83
53,67,73,83
51,67,73,83
59,67,73,83
63,67,74,83
62,67,74,83
61,67,74,83
62,67,75,83
49,67,76,83
48,67,77,83
46,67,77,83
46,67,77,83
29,67,78,83
29,67,78,83
28,67,78,83
46,67,79,83
46,67,79,83
28,67,79,83
27,67,32,82
27,67,48,82
44,67,49,82
45,67,49,82
53,67,49,82
58,67,50,82
58,67,50,82
57,67,50,82
52,67,50,82
52,67,50,82
41,67,50,82
56,67,51,82
56,67,51,82
59,67,51,82
60,67,51,82
47,67,51,82
63,67,51,82
55,67,51,82
49,67,51,82
42,67,51,82
53,67,51,82
50,67,51,82
53,67,52,82
59,67,52,82
43,67,52,82
58,67,52,82
51,67,52,82
49,67,52,82
60,67,52,82
61,67,52,82
61,67,52,82
63,67,52,82
64,67,52,82
65,67,53,82
64,67,53,82
64,67,53,82
63,67,53,82
58,67,53,82
58,67,53,82
58,67,53,82
58,67,53,82
58,67,53,82
58,67,53,82
59,67,53,82
59,67,53,82
55,67,53,82
55,67,53,82
56,67,53,82
55,67,53,82
64,67,54,82
64,67,54,82
59,67,54,82
39,67,54,82
39,67,54,82
58,67,54,82
49,67,54,82
53,67,54,82
56,67,54,82
48,67,54,82
61,67,54,82
39,67,55,82
61,67,55,82
34,67,55,82
49,67,55,82
42,67,55,82
32,67,55,82
32,67,56,82
48,67,56,82
47,67,56,82
46,67,56,82
45,67,56,82
45,67,56,82
55,67,56,82
66,67,56,82
57,67,56,82
67,67,56,82
68,67,56,82
68,67,57,82
69,67,57,82
69,67,57,82
69,67,57,82
73,67,57,82
71,67,57,82
73,67,57,82
72,67,57,82
72,67,57,82
71,67,57,82
72,67,57,82
71,67,57,82
72,67,57,82
73,67,57,82
72,67,57,82
36,67,57,82
68,67,58,82
69,67,58,82
69,67,58,82
69,67,58,82
69,67,58,82
61,67,58,82
61,67,58,82
68,67,58,82
69,67,58,82
60,67,58,82
62,67,58,82
38,67,58,82
63,67,58,82
61,67,58,82
63,67,58,82
64,67,58,82
69,67,59,82
67,67,59,82
69,67,59,82
69,67,59,82
65,67,59,82
65,67,59,82
64,67,59,82
66,67,59,82
39,67,59,82
39,67,59,82
55,67,59,82
64,67,59,82
62,67,59,82
62,67,59,82
62,67,59,82
59,67,59,82
59,67,60,82
60,67,60,82
57,67,60,82
54,67,60,82
61,67,60,82
54,67,60,82
55,67,60,82
56,67,60,82
57,67,60,82
57,67,60,82
61,67,60,82
49,67,61,82
61,67,61,82
50,67,61,82
48,67,62,82
50,67,62,82
48,67,62,82
59,67,62,82
57,67,62,82
54,67,62,82
37,67,62,82
57,67,62,82
59,67,62,82
59,67,62,82
60,67,62,82
59,67,63,82
57,67,63,82
58,67,63,82
63,67,63,82
62,67,63,82
63,67,63,82
63,67,63,82
63,67,63,82
58,67,63,82
59,67,63,82
59,67,63,82
59,67,64,82
58,67,64,82
58,67,64,82
58,67,64,82
58,67,64,82
57,67,64,82
58,67,64,82
56,67,64,82
57,67,64,82
63,67,64,82
59,67,64,82
53,67,64,82
59,67,64,82
58,67,64,82
58,67,64,82
60,67,64,82
60,67,65,82
60,67,65,82
53,67,65,82
53,67,65,82
59,67,65,82
48,67,65,82
60,67,65,82
60,67,65,82
56,67,65,82
55,67,65,82
54,67,65,82
42,67,65,82
54,67,65,82
42,67,65,82
62,67,65,82
62,67,65,82
40,67,66,82
39,67,66,82
48,67,66,82
42,67,66,82
53,67,66,82
46,67,66,82
62,67,66,82
63,67,66,82
63,67,66,82
63,67,66,82
62,67,66,82
61,67,66,82
62,67,66,82
63,67,66,82
53,67,66,82
53,67,66,82
54,67,66,82
54,67,66,82
59,67,66,82
53,67,66,82
51,67,66,82
52,67,67,82
54,67,67,82
53,67,67,82
58,67,67,82
57,67,67,82
53,67,67,82
54,67,67,82
53,67,67,82
53,67,67,82
64,67,67,82
64,67,67,82
54,67,67,82
63,67,67,82
58,67,67,82
52,67,67,82
59,67,67,82
61,67,68,82
51,67,68,82
57,67,68,82
58,67,68,82
57,67,68,82
57,67,68,82
66,67,68,82
53,67,68,82
57,67,68,82
58,67,68,82
57,67,68,82
56,67,68,82
56,67,68,82
58,67,68,82
62,67,68,82
56,67,68,82
58,67,69,82
58,67,69,82
46,67,69,82
56,67,69,82
56,67,69,82
52,67,69,82
40,67,69,82
42,67,69,82
46,67,69,82
48,67,69,82
46,67,69,82
46,67,69,82
46,67,69,82
46,67,69,82
46,67,69,82
46,67,69,82
46,67,70,82
46,67,70,82
46,67,70,82
51,67,70,82
45,67,70,82
43,67,70,82
29,67,70,82
40,67,70,82
47,67,70,82
60,67,70,82
28,67,70,82
29,67,70,82
29,67,70,82
29,67,70,82
29,67,70,82
31,67,70,82
31,67,71,82
32,67,71,82
33,67,71,82
58,67,71,82
58,67,71,82
51,67,71,82
49,67,71,82
61,67,71,82
61,67,71,82
56,67,71,82
58,67,71,82
67,67,71,82
52,67,71,82
72,67,71,82
47,67,71,82
52,67,71,82
49,67,72,82
54,67,72,82
53,67,72,82
54,67,72,82
65,67,72,82
67,67,72,82
62,67,72,82
59,67,72,82
58,67,72,82
47,67,72,82
58,67,72,82
68,67,72,82
68,67,72,82
52,67,72,82
49,67,72,82
59,67,72,82
50,67,73,82
49,67,73,82
58,67,73,82
70,67,73,82
69,67,73,82
69,67,73,82
49,67,73,82
69,67,73,82
70,67,73,82
69,67,73,82
69,67,73,82
56,67,73,82
50,67,73,82
50,67,73,82
49,67,73,82
48,67,73,82
47,67,74,82
55,67,74,82
57,67,74,82
58,67,74,82
57,67,74,82
57,67,74,82
50,67,74,82
51,67,74,82
52,67,74,82
57,67,74,82
58,67,74,82
59,67,75,82
59,67,76,82
59,67,77,82
58,67,78,82
57,67,78,82
57,67,78,82
59,67,78,82
58,67,78,82
59,67,78,82
65,67,79,82
66,67,79,82
65,67,79,82
65,67,30,81
67,67,31,81
69,67,32,81
69,67,33,81
70,67,33,81
69,67,33,81
69,67,34,81
69,67,47,81
64,67,48,81
63,67,49,81
70,67,49,81
66,67,49,81
66,67,50,81
67,67,50,81
68,67,50,81
50,67,51,81
50,67,51,81
51,67,51,81
50,67,51,81
50,67,51,81
71,67,51,81
72,67,51,81
73,67,51,81
50,67,51,81
73,67,51,81
51,67,51,81
51,67,52,81
51,67,52,81
51,67,52,81
48,67,52,81
48,67,52,81
72,67,52,81
71,67,52,81
72,67,52,81
73,67,52,81
73,67,52,81
49,67,52,81
50,67,52,81
49,67,52,81
48,67,52,81
59,67,52,81
54,67,52,81
44,67,53,81
44,67,53,81
44,67,53,81
44,67,53,81
59,67,53,81
59,67,53,81
59,67,53,81
60,67,53,81
32,67,53,81
55,67,53,81
59,67,53,81
48,67,53,81
43,67,53,81
65,67,53,81
46,67,53,81
48,67,53,81
46,67,54,81
51,67,54,81
46,67,54,81
60,67,54,81
47,67,54,81
51,67,54,81
51,67,54,81
55,67,54,81
55,67,54,81
56,67,54,81
56,67,54,81
49,67,54,81
50,67,54,81
50,67,54,81
51,67,54,81
58,67,54,81
67,67,55,81
60,67,55,81
60,67,55,81
49,67,55,81
55,67,55,81
62,67,55,81
62,67,56,81
59,67,56,81
36,67,56,81
56,67,56,81
50,67,56,81
63,67,56,81
55,67,56,81
48,67,56,81
47,67,56,81
50,67,56,81
35,67,56,81
60,67,56,81
55,67,56,81
50,67,56,81
56,67,56,81
63,67,56,81
58,67,57,81
63,67,57,81
27,67,57,81
46,67,57,81
24,67,57,81
50,67,57,81
47,67,57,81
51,67,57,81
45,67,57,81
43,67,57,81
43,67,57,81
41,67,57,81
40,67,57,81
40,67,57,81
41,67,57,81
40,67,57,81
57,67,58,81
57,67,58,81
58,67,58,81
58,67,58,81
57,67,58,81
57,67,58,81
55,67,58,81
54,67,58,81
54,67,58,81
44,67,58,81
68,67,58,81
64,67,58,81
54,67,58,81
59,67,58,81
59,67,58,81
60,67,58,81
65,67,59,81
67,67,59,81
68,67,59,81
51,67,59,81
51,67,59,81
46,67,59,81
46,67,59,81
68,67,59,81
56,67,59,81
62,67,59,81
49,67,59,81
63,67,59,81
57,67,59,81
48,67,59,81
55,67,59,81
48,67,59,81
45,67,60,81
46,67,60,81
46,67,60,81
56,67,60,81
45,67,60,81
48,67,60,81
48,67,60,81
32,67,60,81
52,67,60,81
46,67,60,81
48,67,60,81
43,67,61,81
43,67,61,81
49,67,61,81
48,67,62,81
47,67,62,81
47,67,62,81
43,67,62,81
48,67,62,81
47,67,62,81
46,67,62,81
46,67,62,81
49,67,62,81
48,67,62,81
51,67,62,81
51,67,63,81
50,67,63,81
50,67,63,81
50,67,63,81
48,67,63,81
51,67,63,81
56,67,63,81
57,67,63,81
32,67,63,81
60,67,63,81
57,67,63,81
57,67,63,81
54,67,63,81
62,67,63,81
54,67,63,81
51,67,63,81
41,67,64,81
55,67,64,81
54,67,64,81
63,67,64,81
51,67,64,81
48,67,64,81
50,67,64,81
42,67,64,81
45,67,64,81
46,67,64,81
41,67,64,81
49,67,64,81
